ProductTitle;ProductId;SkuId;TermDuration;BillingPlan;Segment;Currency;UnitPrice;ERP Price;CD ID;Unique CD ID
Dynamics 365 Contact Center (Education Student Pricing);CFQ7TTC0TDLC;1;P1Y;Annual;Education;GBP;304,2;405,6;CFQ7TTC0TDLC-1-P1Y-Annual-Education;CFQ7TTC0TDLC-1-P1Y-Annual-Education
Dynamics 365 Contact Center Add-on for Customer Service Enterprise (Education Faculty Pricing);CFQ7TTC0TDLC;8;P1Y;Annual;Education;GBP;342,9;457,2;CFQ7TTC0TDLC-8-P1Y-Annual-Education;CFQ7TTC0TDLC-8-P1Y-Annual-Education
Dynamics 365 Contact Center (Education Faculty Pricing);CFQ7TTC0TDLC;7;P1Y;Annual;Education;GBP;418,5;558;CFQ7TTC0TDLC-7-P1Y-Annual-Education;CFQ7TTC0TDLC-7-P1Y-Annual-Education
Dynamics 365 Contact Center Add-on for Customer Service Enterprise (Non-Profit Pricing);CFQ7TTC0TDLC;4;P1Y;Annual;Charity;GBP;186,84;207,6;CFQ7TTC0TDLC-4-P1Y-Annual-Charity;CFQ7TTC0TDLC-4-P1Y-Annual-Charity
Dynamics 365 Contact Center Add-on for Customer Service Enterprise (Education Student Pricing);CFQ7TTC0TDLC;5;P1Y;Monthly;Education;GBP;261,72;348,96;CFQ7TTC0TDLC-5-P1Y-Monthly-Education;CFQ7TTC0TDLC-5-P1Y-Monthly-Education
Dynamics 365 Contact Center Add-on for Customer Service Enterprise (Non-Profit Pricing);CFQ7TTC0TDLC;4;P1Y;Monthly;Charity;GBP;196,2;218,04;CFQ7TTC0TDLC-4-P1Y-Monthly-Charity;CFQ7TTC0TDLC-4-P1Y-Monthly-Charity
Dynamics 365 Contact Center;CFQ7TTC0TDLC;6;P1Y;Monthly;Commercial;GBP;799,44;1065,96;CFQ7TTC0TDLC-6-P1Y-Monthly-Commercial;CFQ7TTC0TDLC-6-P1Y-Monthly-Commercial
Dynamics 365 Contact Center Add-on for Customer Service Enterprise (Education Faculty Pricing);CFQ7TTC0TDLC;8;P1M;Monthly;Education;GBP;34,29;45,72;CFQ7TTC0TDLC-8-P1M-Monthly-Education;CFQ7TTC0TDLC-8-P1M-Monthly-Education
Dynamics 365 Contact Center (Education Student Pricing);CFQ7TTC0TDLC;1;P1Y;Monthly;Education;GBP;319,44;425,88;CFQ7TTC0TDLC-1-P1Y-Monthly-Education;CFQ7TTC0TDLC-1-P1Y-Monthly-Education
Dynamics 365 Contact Center;CFQ7TTC0TDLC;6;P1M;Monthly;Commercial;GBP;76,14;101,52;CFQ7TTC0TDLC-6-P1M-Monthly-Commercial;CFQ7TTC0TDLC-6-P1M-Monthly-Commercial
Dynamics 365 Contact Center Add-on for Customer Service Enterprise (Education Faculty Pricing);CFQ7TTC0TDLC;8;P1Y;Monthly;Education;GBP;360;480;CFQ7TTC0TDLC-8-P1Y-Monthly-Education;CFQ7TTC0TDLC-8-P1Y-Monthly-Education
Dynamics 365 Contact Center Digital (Non-Profit Pricing);CFQ7TTC0TDL0;6;P1Y;Annual;Charity;GBP;197,64;219,6;CFQ7TTC0TDL0-6-P1Y-Annual-Charity;CFQ7TTC0TDL0-6-P1Y-Annual-Charity
Dynamics 365 Contact Center Digital (Education Student Pricing);CFQ7TTC0TDL0;4;P1Y;Annual;Education;GBP;262,8;350,4;CFQ7TTC0TDL0-4-P1Y-Annual-Education;CFQ7TTC0TDL0-4-P1Y-Annual-Education
Dynamics 365 Contact Center Digital Add-on for Customer Service Enterprise;CFQ7TTC0TDL0;9;P1M;Monthly;Commercial;GBP;51,93;69,24;CFQ7TTC0TDL0-9-P1M-Monthly-Commercial;CFQ7TTC0TDL0-9-P1M-Monthly-Commercial
Dynamics 365 Contact Center Digital;CFQ7TTC0TDL0;7;P1M;Monthly;Commercial;GBP;65,79;87,72;CFQ7TTC0TDL0-7-P1M-Monthly-Commercial;CFQ7TTC0TDL0-7-P1M-Monthly-Commercial
Dynamics 365 Contact Center Digital Add-on for Customer Service Enterprise (Education Faculty Pricing);CFQ7TTC0TDL0;000B;P1Y;Monthly;Education;GBP;299,52;399,36;CFQ7TTC0TDL0-000B-P1Y-Monthly-Education;CFQ7TTC0TDL0-000B-P1Y-Monthly-Education
Dynamics 365 Contact Center Digital (Education Faculty Pricing);CFQ7TTC0TDL0;8;P1M;Monthly;Education;GBP;36,18;48,24;CFQ7TTC0TDL0-8-P1M-Monthly-Education;CFQ7TTC0TDL0-8-P1M-Monthly-Education
Dynamics 365 Contact Center Digital Add-on for Customer Service Enterprise (Education Student Pricing);CFQ7TTC0TDL0;3;P1Y;Annual;Education;GBP;207,9;277,2;CFQ7TTC0TDL0-3-P1Y-Annual-Education;CFQ7TTC0TDL0-3-P1Y-Annual-Education
Dynamics 365 Contact Center Digital Add-on for Customer Service Enterprise (Non-Profit Pricing);CFQ7TTC0TDL0;5;P1Y;Annual;Charity;GBP;155,52;172,8;CFQ7TTC0TDL0-5-P1Y-Annual-Charity;CFQ7TTC0TDL0-5-P1Y-Annual-Charity
Dynamics 365 Contact Center Digital (Non-Profit Pricing);CFQ7TTC0TDL0;6;P1M;Monthly;Charity;GBP;19,76;21,96;CFQ7TTC0TDL0-6-P1M-Monthly-Charity;CFQ7TTC0TDL0-6-P1M-Monthly-Charity
Dynamics 365 Contact Center Digital Add-on for Customer Service Enterprise;CFQ7TTC0TDL0;9;P1Y;Annual;Commercial;GBP;519,3;692,4;CFQ7TTC0TDL0-9-P1Y-Annual-Commercial;CFQ7TTC0TDL0-9-P1Y-Annual-Commercial
Dynamics 365 Contact Center Digital Add-on for Customer Service Enterprise (Education Student Pricing);CFQ7TTC0TDL0;3;P1Y;Monthly;Education;GBP;218,28;291;CFQ7TTC0TDL0-3-P1Y-Monthly-Education;CFQ7TTC0TDL0-3-P1Y-Monthly-Education
Dynamics 365 Contact Center Digital Add-on for Customer Service Enterprise (Education Student Pricing);CFQ7TTC0TDL0;3;P1M;Monthly;Education;GBP;20,79;27,72;CFQ7TTC0TDL0-3-P1M-Monthly-Education;CFQ7TTC0TDL0-3-P1M-Monthly-Education
Dynamics 365 Contact Center Digital (Education Student Pricing);CFQ7TTC0TDL0;4;P1M;Monthly;Education;GBP;26,28;35,04;CFQ7TTC0TDL0-4-P1M-Monthly-Education;CFQ7TTC0TDL0-4-P1M-Monthly-Education
Dynamics 365 Contact Center Digital Add-on for Customer Service Enterprise (Education Faculty Pricing);CFQ7TTC0TDL0;000B;P1Y;Annual;Education;GBP;285,3;380,4;CFQ7TTC0TDL0-000B-P1Y-Annual-Education;CFQ7TTC0TDL0-000B-P1Y-Annual-Education
Dynamics 365 Contact Center Digital;CFQ7TTC0TDL0;7;P1Y;Annual;Commercial;GBP;657,9;877,2;CFQ7TTC0TDL0-7-P1Y-Annual-Commercial;CFQ7TTC0TDL0-7-P1Y-Annual-Commercial
Dynamics 365 Contact Center Digital Add-on for Customer Service Enterprise (Non-Profit Pricing);CFQ7TTC0TDL0;5;P1Y;Monthly;Charity;GBP;163,32;181,44;CFQ7TTC0TDL0-5-P1Y-Monthly-Charity;CFQ7TTC0TDL0-5-P1Y-Monthly-Charity
Dynamics 365 Contact Center Digital;CFQ7TTC0TDL0;7;P1Y;Monthly;Commercial;GBP;690,84;921;CFQ7TTC0TDL0-7-P1Y-Monthly-Commercial;CFQ7TTC0TDL0-7-P1Y-Monthly-Commercial
Dynamics 365 Contact Center Digital Add-on for Customer Service Enterprise;CFQ7TTC0TDL0;9;P1Y;Monthly;Commercial;GBP;545,28;726,96;CFQ7TTC0TDL0-9-P1Y-Monthly-Commercial;CFQ7TTC0TDL0-9-P1Y-Monthly-Commercial
Dynamics 365 Contact Center Digital (Non-Profit Pricing);CFQ7TTC0TDL0;6;P1Y;Monthly;Charity;GBP;207,48;230,64;CFQ7TTC0TDL0-6-P1Y-Monthly-Charity;CFQ7TTC0TDL0-6-P1Y-Monthly-Charity
Dynamics 365 Contact Center Digital (Education Faculty Pricing);CFQ7TTC0TDL0;8;P1Y;Annual;Education;GBP;361,8;482,4;CFQ7TTC0TDL0-8-P1Y-Annual-Education;CFQ7TTC0TDL0-8-P1Y-Annual-Education
Dynamics 365 Contact Center Digital Add-on for Customer Service Enterprise (Non-Profit Pricing);CFQ7TTC0TDL0;5;P1M;Monthly;Charity;GBP;15,55;17,28;CFQ7TTC0TDL0-5-P1M-Monthly-Charity;CFQ7TTC0TDL0-5-P1M-Monthly-Charity
Dynamics 365 Contact Center Digital Add-on for Customer Service Enterprise (Education Faculty Pricing);CFQ7TTC0TDL0;000B;P1M;Monthly;Education;GBP;28,53;38,04;CFQ7TTC0TDL0-000B-P1M-Monthly-Education;CFQ7TTC0TDL0-000B-P1M-Monthly-Education
Dynamics 365 Contact Center Digital (Education Student Pricing);CFQ7TTC0TDL0;4;P1Y;Monthly;Education;GBP;276;367,92;CFQ7TTC0TDL0-4-P1Y-Monthly-Education;CFQ7TTC0TDL0-4-P1Y-Monthly-Education
Dynamics 365 Contact Center Digital (Education Faculty Pricing);CFQ7TTC0TDL0;8;P1Y;Monthly;Education;GBP;379,92;506,52;CFQ7TTC0TDL0-8-P1Y-Monthly-Education;CFQ7TTC0TDL0-8-P1Y-Monthly-Education
Dynamics 365 Contact Center Voice Add-on for Customer Service Enterprise;CFQ7TTC0TDL7;8;P1Y;Monthly;Commercial;GBP;545,28;726,96;CFQ7TTC0TDL7-8-P1Y-Monthly-Commercial;CFQ7TTC0TDL7-8-P1Y-Monthly-Commercial
Dynamics 365 Contact Center Voice (Education Faculty Pricing);CFQ7TTC0TDL7;7;P1M;Monthly;Education;GBP;36,18;48,24;CFQ7TTC0TDL7-7-P1M-Monthly-Education;CFQ7TTC0TDL7-7-P1M-Monthly-Education
Dynamics 365 Contact Center Voice (Education Faculty Pricing);CFQ7TTC0TDL7;7;P1Y;Annual;Education;GBP;361,8;482,4;CFQ7TTC0TDL7-7-P1Y-Annual-Education;CFQ7TTC0TDL7-7-P1Y-Annual-Education
Dynamics 365 Contact Center Voice Add-on for Customer Service Enterprise (Education Student Pricing);CFQ7TTC0TDL7;1;P1Y;Monthly;Education;GBP;218,28;291;CFQ7TTC0TDL7-1-P1Y-Monthly-Education;CFQ7TTC0TDL7-1-P1Y-Monthly-Education
Dynamics 365 Contact Center Voice Add-on for Customer Service Enterprise (Education Student Pricing);CFQ7TTC0TDL7;1;P1Y;Annual;Education;GBP;207,9;277,2;CFQ7TTC0TDL7-1-P1Y-Annual-Education;CFQ7TTC0TDL7-1-P1Y-Annual-Education
Dynamics 365 Contact Center Voice Add-on for Customer Service Enterprise (Education Faculty Pricing);CFQ7TTC0TDL7;9;P1Y;Monthly;Education;GBP;299,52;399,36;CFQ7TTC0TDL7-9-P1Y-Monthly-Education;CFQ7TTC0TDL7-9-P1Y-Monthly-Education
Dynamics 365 Contact Center Voice (Education Student Pricing);CFQ7TTC0TDL7;4;P1Y;Monthly;Education;GBP;276;367,92;CFQ7TTC0TDL7-4-P1Y-Monthly-Education;CFQ7TTC0TDL7-4-P1Y-Monthly-Education
Dynamics 365 Contact Center Voice Add-on for Customer Service Enterprise (Non-Profit Pricing);CFQ7TTC0TDL7;6;P1Y;Annual;Charity;GBP;155,52;172,8;CFQ7TTC0TDL7-6-P1Y-Annual-Charity;CFQ7TTC0TDL7-6-P1Y-Annual-Charity
Dynamics 365 Contact Center Voice (Education Faculty Pricing);CFQ7TTC0TDL7;7;P1Y;Monthly;Education;GBP;379,92;506,52;CFQ7TTC0TDL7-7-P1Y-Monthly-Education;CFQ7TTC0TDL7-7-P1Y-Monthly-Education
Dynamics 365 Contact Center Voice Add-on for Customer Service Enterprise;CFQ7TTC0TDL7;8;P1M;Monthly;Commercial;GBP;51,93;69,24;CFQ7TTC0TDL7-8-P1M-Monthly-Commercial;CFQ7TTC0TDL7-8-P1M-Monthly-Commercial
Dynamics 365 Contact Center Voice (Non-Profit Pricing);CFQ7TTC0TDL7;2;P1M;Monthly;Charity;GBP;19,76;21,96;CFQ7TTC0TDL7-2-P1M-Monthly-Charity;CFQ7TTC0TDL7-2-P1M-Monthly-Charity
Dynamics 365 Contact Center Voice Add-on for Customer Service Enterprise (Non-Profit Pricing);CFQ7TTC0TDL7;6;P1M;Monthly;Charity;GBP;15,55;17,28;CFQ7TTC0TDL7-6-P1M-Monthly-Charity;CFQ7TTC0TDL7-6-P1M-Monthly-Charity
Dynamics 365 Contact Center Voice (Non-Profit Pricing);CFQ7TTC0TDL7;2;P1Y;Monthly;Charity;GBP;207,48;230,64;CFQ7TTC0TDL7-2-P1Y-Monthly-Charity;CFQ7TTC0TDL7-2-P1Y-Monthly-Charity
Dynamics 365 Contact Center Voice;CFQ7TTC0TDL7;000B;P1Y;Monthly;Commercial;GBP;690,84;921;CFQ7TTC0TDL7-000B-P1Y-Monthly-Commercial;CFQ7TTC0TDL7-000B-P1Y-Monthly-Commercial
Dynamics 365 Contact Center Voice (Non-Profit Pricing);CFQ7TTC0TDL7;2;P1Y;Annual;Charity;GBP;197,64;219,6;CFQ7TTC0TDL7-2-P1Y-Annual-Charity;CFQ7TTC0TDL7-2-P1Y-Annual-Charity
Dynamics 365 Contact Center Voice;CFQ7TTC0TDL7;000B;P1M;Monthly;Commercial;GBP;65,79;87,72;CFQ7TTC0TDL7-000B-P1M-Monthly-Commercial;CFQ7TTC0TDL7-000B-P1M-Monthly-Commercial
Dynamics 365 Contact Center Voice Add-on for Customer Service Enterprise (Education Student Pricing);CFQ7TTC0TDL7;1;P1M;Monthly;Education;GBP;20,79;27,72;CFQ7TTC0TDL7-1-P1M-Monthly-Education;CFQ7TTC0TDL7-1-P1M-Monthly-Education
Dynamics 365 Contact Center Voice Add-on for Customer Service Enterprise (Education Faculty Pricing);CFQ7TTC0TDL7;9;P1M;Monthly;Education;GBP;28,53;38,04;CFQ7TTC0TDL7-9-P1M-Monthly-Education;CFQ7TTC0TDL7-9-P1M-Monthly-Education
Dynamics 365 Contact Center Voice;CFQ7TTC0TDL7;000B;P1Y;Annual;Commercial;GBP;657,9;877,2;CFQ7TTC0TDL7-000B-P1Y-Annual-Commercial;CFQ7TTC0TDL7-000B-P1Y-Annual-Commercial
Dynamics 365 Contact Center Voice Add-on for Customer Service Enterprise (Non-Profit Pricing);CFQ7TTC0TDL7;6;P1Y;Monthly;Charity;GBP;163,32;181,44;CFQ7TTC0TDL7-6-P1Y-Monthly-Charity;CFQ7TTC0TDL7-6-P1Y-Monthly-Charity
Dynamics 365 Contact Center Voice Add-on for Customer Service Enterprise;CFQ7TTC0TDL7;8;P1Y;Annual;Commercial;GBP;519,3;692,4;CFQ7TTC0TDL7-8-P1Y-Annual-Commercial;CFQ7TTC0TDL7-8-P1Y-Annual-Commercial
Dynamics 365 Contact Center Voice (Education Student Pricing);CFQ7TTC0TDL7;4;P1M;Monthly;Education;GBP;26,28;35,04;CFQ7TTC0TDL7-4-P1M-Monthly-Education;CFQ7TTC0TDL7-4-P1M-Monthly-Education
Dynamics 365 Contact Center Voice Add-on for Customer Service Enterprise (Education Faculty Pricing);CFQ7TTC0TDL7;9;P1Y;Annual;Education;GBP;285,3;380,4;CFQ7TTC0TDL7-9-P1Y-Annual-Education;CFQ7TTC0TDL7-9-P1Y-Annual-Education
Dynamics 365 Contact Center Voice (Education Student Pricing);CFQ7TTC0TDL7;4;P1Y;Annual;Education;GBP;262,8;350,4;CFQ7TTC0TDL7-4-P1Y-Annual-Education;CFQ7TTC0TDL7-4-P1Y-Annual-Education
Dynamics 365 Customer Engagement Applications;CFQ7TTC0LZTK;3;P1M;None;Commercial;GBP;0;0;CFQ7TTC0LZTK-3-P1M-None-Commercial;CFQ7TTC0LZTK-3-P1M-None-Commercial
Dynamics 365 Customer Insights Data T3 Unified People - (Education Student Pricing);CFQ7TTC0N13S;001K;P3Y;Monthly;Education;GBP;8720,64;11627,28;CFQ7TTC0N13S-001K-P3Y-Monthly-Education;CFQ7TTC0N13S-001K-P3Y-Monthly-Education
Dynamics 365 Customer Insights User License - (Education Student Pricing);CFQ7TTC0N13S;001C;P3Y;Annual;Education;GBP;0;0;CFQ7TTC0N13S-001C-P3Y-Annual-Education;CFQ7TTC0N13S-001C-P3Y-Annual-Education
Dynamics 365 Customer Insights Journeys T1 Interacted People - (Education Student Pricing);CFQ7TTC0N13S;000N;P3Y;Annual;Education;GBP;2076,3;2768,4;CFQ7TTC0N13S-000N-P3Y-Annual-Education;CFQ7TTC0N13S-000N-P3Y-Annual-Education
Dynamics 365 Customer Insights Journeys T3 Interacted People;CFQ7TTC0N13S;6;P3Y;Monthly;Commercial;GBP;10900,44;14533,92;CFQ7TTC0N13S-6-P3Y-Monthly-Commercial;CFQ7TTC0N13S-6-P3Y-Monthly-Commercial
Dynamics 365 Customer Insights Attach - (Education Student Pricing);CFQ7TTC0N13S;15;P3Y;Annual;Education;GBP;8305,2;11073,6;CFQ7TTC0N13S-15-P3Y-Annual-Education;CFQ7TTC0N13S-15-P3Y-Annual-Education
Dynamics 365 Customer Insights Journeys T2 Interacted People (Non-Profit Pricing);CFQ7TTC0N13S;001J;P1Y;Annual;Charity;GBP;623,16;692,4;CFQ7TTC0N13S-001J-P1Y-Annual-Charity;CFQ7TTC0N13S-001J-P1Y-Annual-Charity
Dynamics 365 Customer Insights Data T3 Unified People;CFQ7TTC0N13S;000G;P3Y;Annual;Commercial;GBP;20763;27684;CFQ7TTC0N13S-000G-P3Y-Annual-Commercial;CFQ7TTC0N13S-000G-P3Y-Annual-Commercial
Dynamics 365 Customer Insights Journeys T1 Interacted People - (Education Faculty Pricing);CFQ7TTC0N13S;000W;P3Y;Monthly;Education;GBP;2996,64;3995,64;CFQ7TTC0N13S-000W-P3Y-Monthly-Education;CFQ7TTC0N13S-000W-P3Y-Monthly-Education
Dynamics 365 Customer Insights User License - (Education Student Pricing);CFQ7TTC0N13S;001C;P3Y;Monthly;Education;GBP;0;0;CFQ7TTC0N13S-001C-P3Y-Monthly-Education;CFQ7TTC0N13S-001C-P3Y-Monthly-Education
Dynamics 365 Customer Insights Data T3 Unified People - (Education Faculty Pricing);CFQ7TTC0N13S;001L;P1Y;Annual;Education;GBP;3806,1;5074,8;CFQ7TTC0N13S-001L-P1Y-Annual-Education;CFQ7TTC0N13S-001L-P1Y-Annual-Education
Dynamics 365 Customer Insights User License;CFQ7TTC0N13S;1;P3Y;Annual;Commercial;GBP;0;0;CFQ7TTC0N13S-1-P3Y-Annual-Commercial;CFQ7TTC0N13S-1-P3Y-Annual-Commercial
Dynamics 365 Customer Insights - (Education Student Pricing);CFQ7TTC0N13S;000P;P1M;Monthly;Education;GBP;470,61;627,48;CFQ7TTC0N13S-000P-P1M-Monthly-Education;CFQ7TTC0N13S-000P-P1M-Monthly-Education
Dynamics 365 Customer Insights Journeys T3 Interacted People - (Education Faculty Pricing);CFQ7TTC0N13S;001B;P1Y;Annual;Education;GBP;1903,5;2538;CFQ7TTC0N13S-001B-P1Y-Annual-Education;CFQ7TTC0N13S-001B-P1Y-Annual-Education
Dynamics 365 Customer Insights Attach;CFQ7TTC0N13S;000H;P3Y;Annual;Commercial;GBP;20763;27684;CFQ7TTC0N13S-000H-P3Y-Annual-Commercial;CFQ7TTC0N13S-000H-P3Y-Annual-Commercial
Dynamics 365 Customer Insights Journeys T3 Interacted People;CFQ7TTC0N13S;6;P3Y;Annual;Commercial;GBP;10381,5;13842;CFQ7TTC0N13S-6-P3Y-Annual-Commercial;CFQ7TTC0N13S-6-P3Y-Annual-Commercial
Dynamics 365 Customer Insights Attach - (Education Student Pricing);CFQ7TTC0N13S;15;P3Y;Monthly;Education;GBP;8720,64;11627,28;CFQ7TTC0N13S-15-P3Y-Monthly-Education;CFQ7TTC0N13S-15-P3Y-Monthly-Education
Dynamics 365 Customer Insights Journeys T3 Interacted People - (Education Student Pricing);CFQ7TTC0N13S;18;P3Y;Annual;Education;GBP;4152,6;5536,8;CFQ7TTC0N13S-18-P3Y-Annual-Education;CFQ7TTC0N13S-18-P3Y-Annual-Education
Dynamics 365 Customer Insights - (Education Faculty Pricing);CFQ7TTC0N13S;000R;P3Y;Triennial;Education;GBP;19413;25884;CFQ7TTC0N13S-000R-P3Y-Triennial-Education;CFQ7TTC0N13S-000R-P3Y-Triennial-Education
Dynamics 365 Customer Insights Journeys T1 Interacted People;CFQ7TTC0N13S;3;P1Y;Monthly;Commercial;GBP;1816,32;2421,72;CFQ7TTC0N13S-3-P1Y-Monthly-Commercial;CFQ7TTC0N13S-3-P1Y-Monthly-Commercial
Dynamics 365 Customer Insights Data T2 Unified People - (Non-Profit Pricing);CFQ7TTC0N13S;14;P3Y;Triennial;Charity;GBP;9344,16;10382,4;CFQ7TTC0N13S-14-P3Y-Triennial-Charity;CFQ7TTC0N13S-14-P3Y-Triennial-Charity
Dynamics 365 Customer Insights Attach - (Education Student Pricing);CFQ7TTC0N13S;15;P3Y;Triennial;Education;GBP;8305,2;11073,6;CFQ7TTC0N13S-15-P3Y-Triennial-Education;CFQ7TTC0N13S-15-P3Y-Triennial-Education
Dynamics 365 Customer Insights Data T1 Unified People - (Education Faculty Pricing);CFQ7TTC0N13S;001P;P3Y;Triennial;Education;GBP;22839,3;30452,4;CFQ7TTC0N13S-001P-P3Y-Triennial-Education;CFQ7TTC0N13S-001P-P3Y-Triennial-Education
Dynamics 365 Customer Insights - (Education Student Pricing);CFQ7TTC0N13S;000P;P3Y;Monthly;Education;GBP;14824,08;19765,44;CFQ7TTC0N13S-000P-P3Y-Monthly-Education;CFQ7TTC0N13S-000P-P3Y-Monthly-Education
Dynamics 365 Customer Insights - (Education Student Pricing);CFQ7TTC0N13S;000P;P1Y;Annual;Education;GBP;4706,1;6274,8;CFQ7TTC0N13S-000P-P1Y-Annual-Education;CFQ7TTC0N13S-000P-P1Y-Annual-Education
Dynamics 365 Customer Insights - (Non-Profit Pricing);CFQ7TTC0N13S;000S;P3Y;Triennial;Charity;GBP;10588,32;11764,8;CFQ7TTC0N13S-000S-P3Y-Triennial-Charity;CFQ7TTC0N13S-000S-P3Y-Triennial-Charity
Dynamics 365 Customer Insights Journeys T1 Interacted People - (Education Student Pricing);CFQ7TTC0N13S;000N;P3Y;Monthly;Education;GBP;2180,16;2907;CFQ7TTC0N13S-000N-P3Y-Monthly-Education;CFQ7TTC0N13S-000N-P3Y-Monthly-Education
Dynamics 365 Customer Insights Data T2 Unified People - (Non-Profit Pricing);CFQ7TTC0N13S;14;P1Y;Monthly;Charity;GBP;3270,48;3633,84;CFQ7TTC0N13S-14-P1Y-Monthly-Charity;CFQ7TTC0N13S-14-P1Y-Monthly-Charity
Dynamics 365 Customer Insights Data T1 Unified People - (Education Student Pricing);CFQ7TTC0N13S;001N;P1Y;Annual;Education;GBP;5536,8;7382,4;CFQ7TTC0N13S-001N-P1Y-Annual-Education;CFQ7TTC0N13S-001N-P1Y-Annual-Education
Dynamics 365 Customer Insights Data T2 Unified People - (Education Faculty Pricing);CFQ7TTC0N13S;13;P1M;Monthly;Education;GBP;570,96;761,28;CFQ7TTC0N13S-13-P1M-Monthly-Education;CFQ7TTC0N13S-13-P1M-Monthly-Education
Dynamics 365 Customer Insights Journeys T2 Interacted People;CFQ7TTC0N13S;4;P1Y;Monthly;Commercial;GBP;2325,48;2906,88;CFQ7TTC0N13S-4-P1Y-Monthly-Commercial;CFQ7TTC0N13S-4-P1Y-Monthly-Commercial
Dynamics 365 Customer Insights Data T2 Unified People - (Non-Profit Pricing);CFQ7TTC0N13S;14;P3Y;Annual;Charity;GBP;9344,16;10382,4;CFQ7TTC0N13S-14-P3Y-Annual-Charity;CFQ7TTC0N13S-14-P3Y-Annual-Charity
Dynamics 365 Customer Insights Journeys T3 Interacted People;CFQ7TTC0N13S;6;P1M;Monthly;Commercial;GBP;346,05;461,4;CFQ7TTC0N13S-6-P1M-Monthly-Commercial;CFQ7TTC0N13S-6-P1M-Monthly-Commercial
Dynamics 365 Customer Insights User License;CFQ7TTC0N13S;1;P1M;Monthly;Commercial;GBP;0;0;CFQ7TTC0N13S-1-P1M-Monthly-Commercial;CFQ7TTC0N13S-1-P1M-Monthly-Commercial
Dynamics 365 Customer Insights User License - (Non-Profit Pricing);CFQ7TTC0N13S;001F;P3Y;Annual;Charity;GBP;0;0;CFQ7TTC0N13S-001F-P3Y-Annual-Charity;CFQ7TTC0N13S-001F-P3Y-Annual-Charity
Dynamics 365 Customer Insights Attach - (Education Student Pricing);CFQ7TTC0N13S;15;P1M;Monthly;Education;GBP;276,84;369,12;CFQ7TTC0N13S-15-P1M-Monthly-Education;CFQ7TTC0N13S-15-P1M-Monthly-Education
Dynamics 365 Customer Insights Attach - (Education Faculty Pricing);CFQ7TTC0N13S;17;P1Y;Monthly;Education;GBP;3996,36;5328,48;CFQ7TTC0N13S-17-P1Y-Monthly-Education;CFQ7TTC0N13S-17-P1Y-Monthly-Education
Dynamics 365 Customer Insights Data T1 Unified People - (Non-Profit Pricing);CFQ7TTC0N13S;001Q;P1Y;Annual;Charity;GBP;4152,6;4614;CFQ7TTC0N13S-001Q-P1Y-Annual-Charity;CFQ7TTC0N13S-001Q-P1Y-Annual-Charity
Dynamics 365 Customer Insights Journeys T3 Interacted People - (Education Faculty Pricing);CFQ7TTC0N13S;001B;P1Y;Monthly;Education;GBP;1998,72;2664,84;CFQ7TTC0N13S-001B-P1Y-Monthly-Education;CFQ7TTC0N13S-001B-P1Y-Monthly-Education
Dynamics 365 Customer Insights Journeys T2 Interacted People;CFQ7TTC0N13S;4;P3Y;Annual;Commercial;GBP;6644,16;8305,2;CFQ7TTC0N13S-4-P3Y-Annual-Commercial;CFQ7TTC0N13S-4-P3Y-Annual-Commercial
Dynamics 365 Customer Insights User License - (Education Student Pricing);CFQ7TTC0N13S;001C;P1Y;Monthly;Education;GBP;0;0;CFQ7TTC0N13S-001C-P1Y-Monthly-Education;CFQ7TTC0N13S-001C-P1Y-Monthly-Education
Dynamics 365 Customer Insights;CFQ7TTC0N13S;7;P1M;Monthly;Commercial;GBP;1176,48;1568,64;CFQ7TTC0N13S-7-P1M-Monthly-Commercial;CFQ7TTC0N13S-7-P1M-Monthly-Commercial
Dynamics 365 Customer Insights Attach- (Non-Profit Pricing);CFQ7TTC0N13S;16;P1M;Monthly;Charity;GBP;207,58;230,64;CFQ7TTC0N13S-16-P1M-Monthly-Charity;CFQ7TTC0N13S-16-P1M-Monthly-Charity
Dynamics 365 Customer Insights Journeys T2 Interacted People;CFQ7TTC0N13S;4;P1M;Monthly;Commercial;GBP;221,47;276,84;CFQ7TTC0N13S-4-P1M-Monthly-Commercial;CFQ7TTC0N13S-4-P1M-Monthly-Commercial
Dynamics 365 Customer Insights Journeys T3 Interacted People - (Education Student Pricing);CFQ7TTC0N13S;18;P3Y;Triennial;Education;GBP;4152,6;5536,8;CFQ7TTC0N13S-18-P3Y-Triennial-Education;CFQ7TTC0N13S-18-P3Y-Triennial-Education
Dynamics 365 Customer Insights Attach;CFQ7TTC0N13S;000H;P1Y;Annual;Commercial;GBP;6921;9228;CFQ7TTC0N13S-000H-P1Y-Annual-Commercial;CFQ7TTC0N13S-000H-P1Y-Annual-Commercial
Dynamics 365 Customer Insights Journeys T2 Interacted People (Educational Faculty Pricing);CFQ7TTC0N13S;000T;P1Y;Annual;Education;GBP;1218,24;1522,8;CFQ7TTC0N13S-000T-P1Y-Annual-Education;CFQ7TTC0N13S-000T-P1Y-Annual-Education
Dynamics 365 Customer Insights Journeys T3 Interacted People - (Non-Profit Pricing);CFQ7TTC0N13S;19;P1M;Monthly;Charity;GBP;103,79;115,32;CFQ7TTC0N13S-19-P1M-Monthly-Charity;CFQ7TTC0N13S-19-P1M-Monthly-Charity
