ProductTitle;ProductId;SkuId;BillingPlan;Currency;Tags;ERP;Segment
Windows 11 Pro N Upgrade;DG7GMGF0D8H3;4;OneTime;GBP;"Software;Perpetual";62.61;Education
Windows 11 Pro N;DG7GMGF0D8H3;3;OneTime;GBP;"Software;Perpetual";47.4;Charity
Windows 11 Pro N Upgrade;DG7GMGF0D8H3;4;OneTime;GBP;"Software;Perpetual";178.87;Commercial
Windows 11 Home N to Pro N Upgrade for Microsoft 365 Business;DG7GMGF0D8H3;2;OneTime;GBP;"Software;Perpetual";46.51;Commercial
Windows Server 2025 Remote Desktop Services External Connector - License 1;DG7GMGF0PWHS;1;OneTime;GBP;"Software;Perpetual";4181.13;Education
Windows Server 2025 Remote Desktop Services External Connector - License 1;DG7GMGF0PWHS;1;OneTime;GBP;"Software;Perpetual";4181.13;Charity
Windows Server 2025 Remote Desktop Services External Connector - License 1;DG7GMGF0PWHS;1;OneTime;GBP;"Software;Perpetual";16725.39;Commercial
Windows Server 2025 RMS CAL - 1 User CAL - 1 year;DG7GMGF0PWHF;3;Monthly;GBP;"Software;Subscription";24.12;Commercial
Windows Server 2025 RMS CAL - 1 Device CAL - 1 year;DG7GMGF0PWHF;1;Annual;GBP;"Software;Subscription";19.68;Commercial
Rights Management Services (RMS) 2025 CAL-1 Device;DG7GMGF0PWHF;5;OneTime;GBP;"Software;Perpetual";18.78;Charity
Windows Server 2025 RMS CAL - 1 User CAL - 3 year;DG7GMGF0PWHF;4;Annual;GBP;"Software;Subscription";72.45;Commercial
Windows Server 2025 RMS CAL - 1 Device CAL - 1 year;DG7GMGF0PWHF;1;Monthly;GBP;"Software;Subscription";19.68;Commercial
Rights Management Services (RMS) 2025 CAL- 1 User;DG7GMGF0PWHF;6;OneTime;GBP;"Software;Perpetual";60.82;Commercial
Windows Server 2025 RMS CAL - 1 Device CAL - 3 year;DG7GMGF0PWHF;2;Triennial;GBP;"Software;Subscription";58.13;Commercial
Rights Management Services (RMS) 2025 CAL-1 Device;DG7GMGF0PWHF;5;OneTime;GBP;"Software;Perpetual";11.63;Education
Windows Server 2025 RMS CAL - 1 User CAL - 3 year;DG7GMGF0PWHF;4;Triennial;GBP;"Software;Subscription";72.44;Commercial
Rights Management Services (RMS) 2025 CAL-1 Device;DG7GMGF0PWHF;5;OneTime;GBP;"Software;Perpetual";46.51;Commercial
Windows Server 2025 RMS CAL - 1 Device CAL - 3 year;DG7GMGF0PWHF;2;Annual;GBP;"Software;Subscription";58.14;Commercial
Rights Management Services (RMS) 2025 CAL- 1 User;DG7GMGF0PWHF;6;OneTime;GBP;"Software;Perpetual";15.2;Education
Windows Server 2025 RMS CAL - 1 User CAL - 1 year;DG7GMGF0PWHF;3;Annual;GBP;"Software;Subscription";24.15;Commercial
Rights Management Services (RMS) 2025 CAL- 1 User;DG7GMGF0PWHF;6;OneTime;GBP;"Software;Perpetual";24.15;Charity
Windows Server 2025 External Connector;DG7GMGF0XCZ4;1;OneTime;GBP;"Software;Perpetual";584.02;Charity
Windows Server 2025 External Connector;DG7GMGF0XCZ4;1;OneTime;GBP;"Software;Perpetual";584.02;Education
Windows Server 2025 External Connector;DG7GMGF0XCZ4;1;OneTime;GBP;"Software;Perpetual";2338.75;Commercial
Windows Server 2025 Remote Desktop Services - 1 User CAL 1 Year;DG7GMGF0PWHB;2;Annual;GBP;"Software;Subscription";86.75;Commercial
Windows Server 2025 Remote Desktop Services - 1 User CAL 3 Year;DG7GMGF0PWHB;3;Triennial;GBP;"Software;Subscription";192.29;Commercial
Windows Server 2025 Remote Desktop Services - 1 User CAL;DG7GMGF0PWHB;4;OneTime;GBP;"Software;Perpetual";33.09;Charity
Windows Server 2025 Remote Desktop Services - 1 User CAL 1 Year;DG7GMGF0PWHB;2;Monthly;GBP;"Software;Subscription";86.76;Commercial
Windows Server 2025 Remote Desktop Services - 1 User CAL;DG7GMGF0PWHB;4;OneTime;GBP;"Software;Perpetual";166.35;Commercial
Windows Server 2025 Remote Desktop Services - 1 Device CAL;DG7GMGF0PWHB;1;OneTime;GBP;"Software;Perpetual";33.09;Charity
Windows Server 2025 Remote Desktop Services - 1 Device CAL;DG7GMGF0PWHB;1;OneTime;GBP;"Software;Perpetual";33.09;Education
Windows Server 2025 Remote Desktop Services - 1 Device CAL;DG7GMGF0PWHB;1;OneTime;GBP;"Software;Perpetual";166.35;Commercial
Windows Server 2025 Remote Desktop Services - 1 User CAL;DG7GMGF0PWHB;4;OneTime;GBP;"Software;Perpetual";33.09;Education
Windows Server 2025 Remote Desktop Services - 1 User CAL 3 Year;DG7GMGF0PWHB;3;Annual;GBP;"Software;Subscription";192.3;Commercial
Windows Server 2025 CAL - 1 Device CAL - 3 year;DG7GMGF0PWHT;1;Triennial;GBP;"Software;Subscription";33.99;Commercial
Windows Server 2025 CAL - 1 Device CAL - 1 year;DG7GMGF0PWHT;3;Annual;GBP;"Software;Subscription";10.73;Commercial
Windows Server 2025 - 1 Device CAL;DG7GMGF0PWHT;5;OneTime;GBP;"Software;Perpetual";14.31;Charity
Windows Server 2025 - 1 Device CAL;DG7GMGF0PWHT;5;OneTime;GBP;"Software;Perpetual";8.94;Education
Windows Server 2025 CAL - 1 User CAL - 3 year;DG7GMGF0PWHT;6;Annual;GBP;"Software;Subscription";41.13;Commercial
Windows Server 2025 - 1 Device CAL;DG7GMGF0PWHT;5;OneTime;GBP;"Software;Perpetual";37.56;Commercial
Windows Server 2025 CAL - 1 Device CAL - 3 year;DG7GMGF0PWHT;1;Annual;GBP;"Software;Subscription";33.99;Commercial
Windows Server 2025 CAL - 1 User CAL - 1 year;DG7GMGF0PWHT;4;Monthly;GBP;"Software;Subscription";13.44;Commercial
Windows Server 2025 - 1 User CAL;DG7GMGF0PWHT;2;OneTime;GBP;"Software;Perpetual";18.78;Charity
Windows Server 2025 - 1 User CAL;DG7GMGF0PWHT;2;OneTime;GBP;"Software;Perpetual";48.3;Commercial
Windows Server 2025 CAL - 1 User CAL - 3 year;DG7GMGF0PWHT;6;Triennial;GBP;"Software;Subscription";41.14;Commercial
Windows Server 2025 CAL - 1 Device CAL - 1 year;DG7GMGF0PWHT;3;Monthly;GBP;"Software;Subscription";10.68;Commercial
Windows Server 2025 CAL - 1 User CAL - 1 year;DG7GMGF0PWHT;4;Annual;GBP;"Software;Subscription";13.42;Commercial
Windows Server 2025 - 1 User CAL;DG7GMGF0PWHT;2;OneTime;GBP;"Software;Perpetual";11.63;Education
Windows Server 2025 Datacenter - 2 Core License Pack 1 Year;DG7GMGF0PWHD;2;Monthly;GBP;"Software;Subscription";457.92;Commercial
Windows Server 2025 Datacenter - 16 Core;DG7GMGF0PWHD;1;OneTime;GBP;"Software;Perpetual";1619.68;Education
Windows Server 2025 Datacenter - 2 Core;DG7GMGF0PWHD;4;OneTime;GBP;"Software;Perpetual";323.76;Charity
Windows Server 2025 Datacenter - 16 Core;DG7GMGF0PWHD;1;OneTime;GBP;"Software;Perpetual";2592.74;Charity
Windows Server 2025 Datacenter - 2 Core License Pack 3 Year;DG7GMGF0PWHD;5;Annual;GBP;"Software;Subscription";956.97;Commercial
Windows Server 2025 Datacenter - 2 Core;DG7GMGF0PWHD;4;OneTime;GBP;"Software;Perpetual";202.12;Education
Windows Server 2025 Datacenter - 2 Core License Pack 3 Year;DG7GMGF0PWHD;5;Triennial;GBP;"Software;Subscription";956.96;Commercial
Windows Server 2025 Datacenter - 8 Core License Pack 3 Year;DG7GMGF0PWHD;6;Triennial;GBP;"Software;Subscription";3829.64;Commercial
Windows Server 2025 Datacenter - 8 Core License Pack 3 Year;DG7GMGF0PWHD;6;Annual;GBP;"Software;Subscription";3829.65;Commercial
Windows Server 2025 Datacenter - 2 Core;DG7GMGF0PWHD;4;OneTime;GBP;"Software;Perpetual";809.39;Commercial
Windows Server 2025 Datacenter - 8 Core License Pack 1 Year;DG7GMGF0PWHD;3;Annual;GBP;"Software;Subscription";1831.65;Commercial
Windows Server 2025 Datacenter - 8 Core License Pack 1 Year;DG7GMGF0PWHD;3;Monthly;GBP;"Software;Subscription";1831.68;Commercial
Windows Server 2025 Datacenter - 2 Core License Pack 1 Year;DG7GMGF0PWHD;2;Annual;GBP;"Software;Subscription";457.91;Commercial
Windows Server 2025 Datacenter - 16 Core;DG7GMGF0PWHD;1;OneTime;GBP;"Software;Perpetual";6481.41;Commercial
Windows Rights Management External Connector 2025;DG7GMGF0XCZ2;1;OneTime;GBP;"Software;Perpetual";4799.13;Education
Windows Rights Management External Connector 2025;DG7GMGF0XCZ2;1;OneTime;GBP;"Software;Perpetual";19196.51;Commercial
Windows Rights Management External Connector 2025;DG7GMGF0XCZ2;1;OneTime;GBP;"Software;Perpetual";4799.13;Charity
Windows Server 2025 Standard - 8 Core License Pack 1 Year;DG7GMGF0PWHC;2;Annual;GBP;"Software;Subscription";262.94;Commercial
Windows Server 2025 Standard - 2 Core License Pack 1 Year;DG7GMGF0PWHC;4;Monthly;GBP;"Software;Subscription";65.28;Commercial
Windows Server 2025 Standard - 16 Core License Pack;DG7GMGF0PWHC;3;OneTime;GBP;"Software;Perpetual";1126;Commercial
Windows Server 2025 Standard - 8 Core License Pack 3 Year;DG7GMGF0PWHC;5;Annual;GBP;"Software;Subscription";673.44;Commercial
Windows Server 2025 Standard - 16 Core License Pack;DG7GMGF0PWHC;3;OneTime;GBP;"Software;Perpetual";280.83;Education
Windows Server 2025 Standard - 2 Core License Pack 3 Year;DG7GMGF0PWHC;1;Annual;GBP;"Software;Subscription";168.15;Commercial
Windows Server 2025 Standard - 2 Core;DG7GMGF0PWHC;6;OneTime;GBP;"Software;Perpetual";56.34;Charity
Windows Server 2025 Standard - 8 Core License Pack 1 Year;DG7GMGF0PWHC;2;Monthly;GBP;"Software;Subscription";262.92;Commercial
Windows Server 2025 Standard - 2 Core License Pack 1 Year;DG7GMGF0PWHC;4;Annual;GBP;"Software;Subscription";65.29;Commercial
Windows Server 2025 Standard - 16 Core License Pack;DG7GMGF0PWHC;3;OneTime;GBP;"Software;Perpetual";449.86;Charity
Windows Server 2025 Standard - 2 Core;DG7GMGF0PWHC;6;OneTime;GBP;"Software;Perpetual";34.88;Education
Windows Server 2025 Standard - 2 Core License Pack 3 Year;DG7GMGF0PWHC;1;Triennial;GBP;"Software;Subscription";168.14;Commercial
Windows Server 2025 Standard - 2 Core;DG7GMGF0PWHC;6;OneTime;GBP;"Software;Perpetual";140.41;Commercial
Windows Server 2025 Standard - 8 Core License Pack 3 Year;DG7GMGF0PWHC;5;Triennial;GBP;"Software;Subscription";673.45;Commercial
Word LTSC 2024;DG7GMGF0PN41;2;OneTime;GBP;"Software;Perpetual";162.77;Commercial
Word LTSC 2024;DG7GMGF0PN41;2;OneTime;GBP;"Software;Perpetual";21.46;Education
Word LTSC 2024;DG7GMGF0PN41;2;OneTime;GBP;"Software;Perpetual";40.25;Charity
Word LTSC for Mac 2024;DG7GMGF0PN40;1;OneTime;GBP;"Software;Perpetual";21.46;Education
Word LTSC for Mac 2024;DG7GMGF0PN40;1;OneTime;GBP;"Software;Perpetual";162.77;Commercial
Word LTSC for Mac 2024;DG7GMGF0PN40;1;OneTime;GBP;"Software;Perpetual";40.25;Charity
26-Aug;26-Aug;26-Aug;26-Aug;26-Aug;26-Aug;26-Aug;26-Aug
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
